213	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#31.832#32.154
214	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#32.154#32.476
215	соглашусь	соглашусь	PROPN	NNP	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#32.476#32.8
216	никак	никак	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#34.15#34.515
217	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#34.515#34.88
218	счастливым	счастливый	ADJ	JJL	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#34.88#35.245
219	можно	можно	VERB	PRED	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#35.245#35.61
220	быть	быть	AUX	VB	Aspect=Imp|VerbForm=Inf	_	_	_	@omo1947f-words#@omo1947f#35.61#35.975
221	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#35.975#36.34
222	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#36.34#36.705
223	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#36.705#37.07
224	знаменитым	знаменитый	ADJ	ORD	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#37.07#37.435
225	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#37.435#37.8
226	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#37.8#38.165
227	даже	даже	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#38.165#38.53
228	чаще	часто	ADV	RBR	Degree=Cmp	_	_	_	@omo1947f-words#@omo1947f#38.53#38.895
229	всего	всё	PRON	DT	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#38.895#39.26
230	счастливым	счастливый	ADJ	JJL	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#40.0#40.28
231	можно	можно	VERB	PRED	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#40.28#40.56
232	жить	жить	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#40.56#40.84
233	в	в	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#40.84#41.12
234	деревне	деревня	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#41.12#41.4
235	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#41.4#41.68
236	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#41.68#41.96
237	делать	делать	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#41.96#42.24
238	своё	свой	DET	PRP$	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#42.24#42.52
239	дело	дело	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#42.52#42.8
240	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#42.8#43.08
241	быть	быть	AUX	VB	Aspect=Imp|VerbForm=Inf	_	_	_	@omo1947f-words#@omo1947f#43.08#43.36
242	счастливым	счастливый	ADJ	JJL	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#43.36#43.65
243	но	но	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#43.7#44.05
244	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#44.05#44.4
245	знаменитость	знаменитость	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#44.4#44.75
246	совершенно	совершенно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#44.75#45.1
247	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#45.1#45.45
248	адекватна	адекватный	ADJ	JJH	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@omo1947f-words#@omo1947f#45.45#45.8
249	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#45.8#46.15
250	э	э	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#46.15#46.5
251	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#46.5#46.85
252	счастью	счастье	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#46.85#47.2
253	так	так	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#52.57#53.07
254	ну	на	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#54.9#55.08
255	а	а	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#55.08#55.26
256	как	как	ADV	WRB	_	_	_	_	@omo1947f-words#@omo1947f#55.26#55.44
257	иначе	иначе	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#55.44#55.62
258	?	?	PUNCT	.	_	_	_	_	@omo1947f-words#@omo1947f#55.62#55.8
259	просто	просто	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#56.4#56.673
260	покрасоваться	покрасоваться	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@omo1947f-words#@omo1947f#56.673#56.946
261	вышел	выйти	VERB	VBC	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#56.946#57.219
262	на	на	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#57.219#57.492
263	сцену	сцена	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#57.492#57.765
264	?	?	PUNCT	.	_	_	_	_	@omo1947f-words#@omo1947f#57.765#58.04
265	это	этот	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#59.31#59.725
266	[нрзб]	[нрзб]	PROPN	NNP	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#59.725#60.14
267	конечно	конечно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#63.18#63.68
268	развлекательный	развлекательный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#64.95#65.291
269	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#65.291#65.632
270	умный	умный	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#65.632#65.973
271	должен	должен	ADJ	JJH	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@omo1947f-words#@omo1947f#65.973#66.314
272	быть	быть	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#66.314#66.655
273	театр	театр	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#66.655#67.0
274	всё	весь	DET	PRP$	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#67.5#67.754
275	равно	равно	ADJ	JJH	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@omo1947f-words#@omo1947f#67.754#68.008
276	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#68.008#68.262
277	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#68.262#68.516
278	что-то	что-то	PRON	NN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#68.516#68.77
279	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#68.77#69.024
280	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#69.024#69.278
281	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#69.278#69.532
282	м	м	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#69.532#69.786
283	ну	ин	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#69.786#70.04
284	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#70.04#70.294
285	всё	всё	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#70.294#70.548
286	равно	равно	ADJ	JJH	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@omo1947f-words#@omo1947f#70.548#70.802
287	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#70.802#71.056
288	проповедь	проповедь	SCONJ	IN	_	_	_	_	@omo1947f-words#@omo1947f#71.056#71.31
289	чего-то	чего-то	PRON	NN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#71.31#71.57
290	чего-то	чего-то	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#72.22#72.558
291	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#72.558#72.896
292	просто	прость	PART	RB	_	_	_	_	@omo1947f-words#@omo1947f#72.896#73.234
293	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#73.234#73.572
294	м	м	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#73.572#73.91
295	развлекательный	развлекательный	ADJ	JJL	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#73.91#74.248
296	театр	театр	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#74.248#74.586
297	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#74.586#74.924
298	щас-то	щас-то	PRON	NN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#74.924#75.262
299	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#75.262#75.6
300	такие	такой	DET	DT	Animacy=Inan|Case=Acc|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#75.6#75.938
301	шоу	шоу	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#75.938#76.276
302	от	от	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#76.276#76.614
303	которых	который	PRON	AWP	Animacy=Inan|Case=Gen|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#76.614#76.952
304	воротит	воротить	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#76.952#77.29
305	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#77.29#77.628
306	тошнит	тошнить	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#77.628#77.966
307	вообще	вообще	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#77.966#78.304
308	понимаете	понимать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#78.304#78.642
309	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#78.642#78.98
310	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#78.98#79.318
311	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#79.318#79.656
312	всё	всё	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#79.656#80.0
313	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#80.5#80.78
314	нужно	нужный	ADJ	PRED	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@omo1947f-words#@omo1947f#80.78#81.06
315	такое	такой	DET	DT	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#81.06#81.34
316	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#81.34#81.62
317	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#81.62#81.9
318	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#81.9#82.18
319	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#82.18#82.46
320	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#82.46#82.74
321	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#82.74#83.02
322	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#83.8#84.25
323	просто	просто	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#84.25#84.7
324	чтобы	чтобы	SCONJ	IN	_	_	_	_	@omo1947f-words#@omo1947f#85.41#85.728
325	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#85.728#86.046
326	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#86.046#86.364
327	было	быть	VERB	VBC	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#86.364#86.682
328	просто	просто	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#86.682#87.0
329	зарабатывание	зарабатывание	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#87.0#87.318
330	денег	деньги	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#87.318#87.636
331	или	или	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#87.636#87.954
332	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#87.954#88.272
333	пошлятина	пошлятина	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#88.272#88.59
334	понимаете	понимать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#88.59#88.908
335	всё	всё	PRON	DT	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#88.908#89.226
336	а	а	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#89.226#89.544
337	всё	всё	DET	PRP$	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#89.544#89.862
338	остальное	остальной	ADJ	JJL	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#89.862#90.18
339	конечно	конечно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#90.18#90.498
340	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#90.498#90.816
341	либо	либо	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#90.816#91.134
342	исповедь	исповедь	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#91.134#91.452
343	либо	либо	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#91.452#91.77
344	проповедь	проповедь	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#91.77#92.088
345	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#92.088#92.406
346	в	в	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#92.406#92.724
347	лю...	лю...	PROPN	NNP	Abbr=Yes	_	_	_	@omo1947f-words#@omo1947f#92.724#93.042
348	в	в	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#93.042#93.36
349	любой	любой	DET	DT	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#93.36#93.678
350	манере	манера	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#93.678#93.996
351	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#93.996#94.314
352	понимаете	понимает	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#94.314#94.632
353	?	?	PUNCT	.	_	_	_	_	@omo1947f-words#@omo1947f#94.632#94.95
354	замечательное	замечательный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#98.88#99.465
355	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#99.465#100.05
356	да	да	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#100.05#100.635
357	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#100.635#101.22
358	замечательное	замечательный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#101.22#101.805
359	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#101.805#102.39
360	неравноценные	неравноценный	ADJ	JJL	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#102.39#102.975
361	спектакли	спектакль	VERB	VBC	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#102.975#103.56
362	естественно	естественно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#103.56#104.145
363	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#104.145#104.73
364	теа...	теа...	PUNCT	:	_	_	_	_	@omo1947f-words#@omo1947f#104.73#105.315
365	городки	городок	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#105.315#105.9
366	маленькие	маленький	ADJ	JJL	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@omo1947f-words#@omo1947f#105.9#106.485
367	но	но	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#106.485#107.07
368	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#107.07#107.655
369	просто	просто	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#107.655#108.24
370	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#108.24#108.825
371	абсолютно	абсолютно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#108.825#109.41
372	потрясающие	потрясать	VERB	VBNL	Animacy=Inan|Aspect=Imp|Case=Nom|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#109.41#110.0
373	всё	всё	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#126.8#127.1
374	идёт	идти	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#127.1#127.4
375	из	из	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#127.4#127.7
376	детства	детство	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#127.7#128.0
377	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#128.92#129.18
378	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@omo1947f-words#@omo1947f#129.18#129.44
379	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#129.44#129.7
380	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#129.7#129.96
381	скажу	скажа	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#129.96#130.22
382	что	что	SCONJ	IN	_	_	_	_	@omo1947f-words#@omo1947f#130.22#130.48
383	я	я	PRON	PRP	Case=Nom|Number=Sing|Person=1	_	_	_	@omo1947f-words#@omo1947f#130.48#130.74
384	принципиальна	принципиальть	VERB	VBNH	Animacy=Inan|Aspect=Perf|Case=Nom|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@omo1947f-words#@omo1947f#130.74#131.0
385	просто	просто	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#131.0#131.26
386	у	у	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#131.26#131.52
387	меня	я	PRON	PRP	Case=Gen|Number=Sing|Person=1	_	_	_	@omo1947f-words#@omo1947f#131.52#131.78
388	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#131.78#132.04
389	какие-то	какие-то	DET	DT	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#132.04#132.3
390	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#132.3#132.56
391	ну	на	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#132.56#132.82
392	какие-то	какие-то	DET	DT	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#132.82#133.08
393	у	у	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#136.0#136.327
394	меня	я	PRON	PRP	Case=Gen|Number=Sing|Person=1	_	_	_	@omo1947f-words#@omo1947f#136.327#136.654
395	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#136.654#136.981
396	и	и	PART	UH	_	_	_	_	@omo1947f-words#@omo1947f#136.981#137.308
397	как	как	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#137.308#137.635
398	бы	бы	AUX	RP	_	_	_	_	@omo1947f-words#@omo1947f#137.635#137.962
399	ч...	ч…	PUNCT	:	_	_	_	_	@omo1947f-words#@omo1947f#137.962#138.289
400	что	что	PRON	WP	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#138.289#138.616
401	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#138.616#138.943
402	стыдно	стыдно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#138.943#139.27
403	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#139.27#139.597
404	сйчас	сйчас	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#139.597#139.924
405	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#139.924#140.251
406	совсем	совсем	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#140.251#140.578
407	уходит	уходить	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#140.578#140.905
408	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#140.905#141.232
409	абсолютно	абсолютно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#141.232#141.559
410	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#141.559#141.886
411	что	что	PRON	WP	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#141.886#142.213
412	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#142.213#142.54
413	безнравственно	безнравственно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#142.54#142.867
414	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#142.867#143.194
415	тоже	тоже	PART	IN	_	_	_	_	@omo1947f-words#@omo1947f#143.194#143.521
416	уходит	уходить	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#143.521#143.848
417	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#143.848#144.175
418	всё	всё	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#144.175#144.502
419	нравственно	нравственно	ADV	RB	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#144.502#144.829
420	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#144.829#145.156
421	всё	всё	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#145.156#145.483
422	можно	можно	VERB	PRED	Degree=Pos	_	_	_	@omo1947f-words#@omo1947f#145.483#145.81
423	/	/	SYM	SYM	_	_	_	_	@omo1947f-words#@omo1947f#145.81#146.137
424	понимаете	понимать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#146.137#146.48
425	и	и	CCONJ	CC	_	_	_	_	@omo1947f-words#@omo1947f#146.85#147.097
426	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#147.097#147.344
427	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#147.344#147.591
428	в	в	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#147.591#147.838
429	теат...	теат...	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@omo1947f-words#@omo1947f#147.838#148.085
430	не	не	PART	NEG	Polarity=Neg	_	_	_	@omo1947f-words#@omo1947f#148.085#148.332
431	в	в	ADP	IN	_	_	_	_	@omo1947f-words#@omo1947f#148.332#148.579
